NAME20,INTPTLAT20,INTPTLON20,Area,,,,,,,,,,,,,,,,,,,,,,
"Oneonta, NY",+42.4516115,-075.0711057,18706396.78,,,,,,,,,,,,,,,,,,,,,,
"Sulphur Springs, TX",+33.1294707,-095.6041180,28528039.21,,,,,,,,,,,,,,,,,,,,,,
"Skiatook, OK",+36.3635873,-096.0167389,10839036.29,,,,,,,,,,,,,,,,,,,,,,
"Commerce, TX",+33.2441468,-095.9015861,8713381.21,,,,,,,,,,,,,,,,,,,,,,
"Shawnee, OK",+35.3399620,-096.9229468,49037121.16,,,,,,,,,,,,,,,,,,,,,,
"Chittenango, NY",+43.0511327,-075.8824126,5605432.303,,,,,,,,,,,,,,,,,,,,,,
"Norwich, NY",+42.5345679,-075.5188224,7786490.341,,,,,,,,,,,,,,,,,,,,,,
"Huntsville, TX",+30.7148051,-095.5466413,44763329.66,,,,,,,,,,,,,,,,,,,,,,
"Hempstead, TX",+30.0949854,-096.0756408,7847045.683,,,,,,,,,,,,,,,,,,,,,,
"Lake Conroe Eastshore, TX",+30.4271410,-095.5764700,20144989,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, TX",+30.3441944,-095.0804929,11761150.46,,,,,,,,,,,,,,,,,,,,,,
"Sulphur, OK",+34.5114130,-096.9775502,8560650.364,,,,,,,,,,,,,,,,,,,,,,
"Monticello, IN",+40.7609387,-086.7617725,34148919.4,,,,,,,,,,,,,,,,,,,,,,
"Washington, NC",+35.5440597,-077.0396328,43401508.32,,,,,,,,,,,,,,,,,,,,,,
"Summerville, GA",+34.4765860,-085.3525107,21779696.93,,,,,,,,,,,,,,,,,,,,,,
"Corinth, MS",+34.9302714,-088.5121124,33190625.97,,,,,,,,,,,,,,,,,,,,,,
"Ville Platte, LA",+30.6912208,-092.2794315,12712191.04,,,,,,,,,,,,,,,,,,,,,,
"Geneseo, NY",+42.7989434,-077.8053412,6243398.901,,,,,,,,,,,,,,,,,,,,,,
"Atlanta, GA",+33.8177503,-084.3451800,6441169680,,,,,,,,,,,,,,,,,,,,,,
"Anniston--Oxford, AL",+33.6683259,-085.8339137,205443058.7,,,,,,,,,,,,,,,,,,,,,,
"Rockland, ME",+44.0888007,-069.1213392,34557952.45,,,,,,,,,,,,,,,,,,,,,,
"Traverse City--Garfield, MI",+44.7409262,-085.6114239,143730852.5,,,,,,,,,,,,,,,,,,,,,,
"Wilmore, KY",+37.8644225,-084.6575175,4559342.198,,,,,,,,,,,,,,,,,,,,,,
"LaFayette, GA",+34.7060443,-085.2829352,16489324.03,,,,,,,,,,,,,,,,,,,,,,
"Madison, IN",+38.7741671,-085.3884100,28013769.96,,,,,,,,,,,,,,,,,,,,,,
"Vincennes, IN",+38.6762008,-087.5058393,31216281.77,,,,,,,,,,,,,,,,,,,,,,
"Nebraska City, NE",+40.6750778,-095.8622242,10855936.73,,,,,,,,,,,,,,,,,,,,,,
"Wellsville, NY",+42.1223080,-077.9455617,9268914.742,,,,,,,,,,,,,,,,,,,,,,
"Batavia, NY",+43.0028806,-078.1760378,21016312.89,,,,,,,,,,,,,,,,,,,,,,
"Le Roy, NY",+42.9759343,-077.9820296,7739227.021,,,,,,,,,,,,,,,,,,,,,,
"Campbellsville, KY",+37.3525542,-085.3464954,22299612.78,,,,,,,,,,,,,,,,,,,,,,
"Rushville, IN",+39.6136985,-085.4473435,7471208.067,,,,,,,,,,,,,,,,,,,,,,
"Monticello, KY",+36.8436231,-084.8488779,16818612.51,,,,,,,,,,,,,,,,,,,,,,
"Crystal Springs, MS",+31.9847770,-090.3560837,10270649.96,,,,,,,,,,,,,,,,,,,,,,
"Senatobia, MS",+34.6136063,-089.9707349,10278151.41,,,,,,,,,,,,,,,,,,,,,,
"Glasgow, KY",+37.0025217,-085.9222947,30620163.84,,,,,,,,,,,,,,,,,,,,,,
"Holly Springs, MS",+34.7694163,-089.4446779,13772193.16,,,,,,,,,,,,,,,,,,,,,,
"New Albany, MS",+34.4922856,-089.0217198,21374974.66,,,,,,,,,,,,,,,,,,,,,,
"Leesville, LA",+31.1399109,-093.2687395,17923742.11,,,,,,,,,,,,,,,,,,,,,,
"Houlton, ME",+46.1236325,-067.8408177,6486809.481,,,,,,,,,,,,,,,,,,,,,,
"Algona, IA",+43.0739876,-094.2286733,8694876.218,,,,,,,,,,,,,,,,,,,,,,
"Georgetown, DE",+38.6888332,-075.3836502,12775603.16,,,,,,,,,,,,,,,,,,,,,,
"Long Neck, DE",+38.6358149,-075.1695927,61238719.47,,,,,,,,,,,,,,,,,,,,,,
"Ocean View, DE",+38.5492920,-075.0999385,64389624,,,,,,,,,,,,,,,,,,,,,,
"Waterbury, CT",+41.5454294,-073.0420363,243451691.2,,,,,,,,,,,,,,,,,,,,,,
"Athens-Clarke County, GA",+33.9446007,-083.3961070,240323385.2,,,,,,,,,,,,,,,,,,,,,,
"London, OH",+39.8984429,-083.4406876,13180061.39,,,,,,,,,,,,,,,,,,,,,,
"Fort Smith, AR--OK",+35.3760077,-094.3622062,192429125.1,,,,,,,,,,,,,,,,,,,,,,
"Watseka, IL",+40.7752295,-087.7307719,7423232.254,,,,,,,,,,,,,,,,,,,,,,
"Columbiana, OH",+40.8899432,-080.7027206,18263632.39,,,,,,,,,,,,,,,,,,,,,,
"Milledgeville, GA",+33.0829861,-083.2375543,51287148.96,,,,,,,,,,,,,,,,,,,,,,
"Grove, OK",+36.5889804,-094.7866998,26391905.49,,,,,,,,,,,,,,,,,,,,,,
"Cornelia--Baldwin, GA",+34.5298317,-083.5361508,50921935.02,,,,,,,,,,,,,,,,,,,,,,
"Tuskegee, AL",+32.4218849,-085.7021450,21648289.59,,,,,,,,,,,,,,,,,,,,,,
"Akron, OH",+41.0733416,-081.4953545,793719743.9,,,,,,,,,,,,,,,,,,,,,,
"Angola, IN",+41.6704526,-085.0308737,38082072.15,,,,,,,,,,,,,,,,,,,,,,
"Mendota, IL",+41.5512218,-089.1162513,7455446.94,,,,,,,,,,,,,,,,,,,,,,
"Streator, IL",+41.1249139,-088.8329253,21051799.44,,,,,,,,,,,,,,,,,,,,,,
"Agat--Apra Harbor, GU",+13.3990113,+144.6738952,10357122.16,,,,,,,,,,,,,,,,,,,,,,
"Front Royal, VA",+38.9171067,-078.1767605,27786751,,,,,,,,,,,,,,,,,,,,,,
"Luray, VA",+38.6650804,-078.4494958,10667620.22,,,,,,,,,,,,,,,,,,,,,,
"Poteau, OK",+35.0848457,-094.6231680,16605320.65,,,,,,,,,,,,,,,,,,,,,,
"Point Pleasant--Gallipolis, WV--OH",+38.8639951,-082.1351783,26863887.94,,,,,,,,,,,,,,,,,,,,,,
"New Richmond, WI",+45.1137625,-092.5356187,12015042.96,,,,,,,,,,,,,,,,,,,,,,
"Pulaski, VA",+37.0800622,-080.7223040,40086411.47,,,,,,,,,,,,,,,,,,,,,,
"Woodstock, VA",+38.8721146,-078.5171305,10071361.18,,,,,,,,,,,,,,,,,,,,,,
"Tazewell, VA",+37.1289382,-081.5065547,13480246.9,,,,,,,,,,,,,,,,,,,,,,
"Weston, WV",+39.0416273,-080.4697982,5481981.115,,,,,,,,,,,,,,,,,,,,,,
"Winchester, IN",+40.1703409,-084.9769774,7477655.655,,,,,,,,,,,,,,,,,,,,,,
"Wadena, MN",+46.4394167,-095.1402684,6790217.81,,,,,,,,,,,,,,,,,,,,,,
"Waynesburg, PA",+39.8971588,-080.1613817,10471936.65,,,,,,,,,,,,,,,,,,,,,,
"Houma, LA",+29.6769937,-090.7494971,247382932.5,,,,,,,,,,,,,,,,,,,,,,
"Decatur, IN",+40.8316792,-084.9286887,17021015.21,,,,,,,,,,,,,,,,,,,,,,
"Holly, MI",+42.7969193,-083.6236107,14216182.63,,,,,,,,,,,,,,,,,,,,,,
"Adrian, MI",+41.8992049,-084.0401802,35026165.64,,,,,,,,,,,,,,,,,,,,,,
"Flint, MI",+43.0121719,-083.6805397,536558738.6,,,,,,,,,,,,,,,,,,,,,,
"Leavenworth, KS",+39.2975044,-094.9202436,56222069.16,,,,,,,,,,,,,,,,,,,,,,
"Baton Rouge, LA",+30.4108393,-091.0328624,1037828677,,,,,,,,,,,,,,,,,,,,,,
"Detroit, MI",+42.4865814,-083.2274196,3414886117,,,,,,,,,,,,,,,,,,,,,,
"Ann Arbor, MI",+42.2373270,-083.6493908,384889025.1,,,,,,,,,,,,,,,,,,,,,,
"Port Huron, MI",+42.8723984,-082.4839052,137551951.2,,,,,,,,,,,,,,,,,,,,,,
"Keokuk, IA--IL",+40.4062741,-091.3882664,23431491.01,,,,,,,,,,,,,,,,,,,,,,
"Midland, MI",+43.6288468,-084.2325355,99781063.01,,,,,,,,,,,,,,,,,,,,,,
"Richmond, MI",+42.8082772,-082.7549354,7748461.918,,,,,,,,,,,,,,,,,,,,,,
"Princeton, IN",+38.3541243,-087.5745065,11016243.32,,,,,,,,,,,,,,,,,,,,,,
"Lewisburg, TN",+35.4504310,-086.7908516,24315228.08,,,,,,,,,,,,,,,,,,,,,,
"South Hill, VA",+36.7243735,-078.1238248,16186608.86,,,,,,,,,,,,,,,,,,,,,,
"Clintonville, WI",+44.6241516,-088.7602018,7162794.61,,,,,,,,,,,,,,,,,,,,,,
"Waupaca, WI",+44.3420861,-089.1248496,26695774.3,,,,,,,,,,,,,,,,,,,,,,
"Geneseo, IL",+41.4503561,-090.1543145,9729502.917,,,,,,,,,,,,,,,,,,,,,,
"Lebanon, TN",+36.2016127,-086.3338934,78465448.96,,,,,,,,,,,,,,,,,,,,,,
"Appleton, WI",+44.2504665,-088.4093984,289804643.8,,,,,,,,,,,,,,,,,,,,,,
"Mount Vernon, IL",+38.3153554,-088.9161073,33422032.28,,,,,,,,,,,,,,,,,,,,,,
"Dubuque, IA--IL",+42.5032721,-090.6998865,88720436.57,,,,,,,,,,,,,,,,,,,,,,
"Seminole, OK",+35.2379378,-096.6707365,13916140.03,,,,,,,,,,,,,,,,,,,,,,
"Dixon, IL",+41.8414138,-089.4809783,21192298.85,,,,,,,,,,,,,,,,,,,,,,
"Cheraw, SC",+34.6978945,-079.9139687,19166235.29,,,,,,,,,,,,,,,,,,,,,,
"Nappanee, IN",+41.4450410,-085.9980689,11193916.35,,,,,,,,,,,,,,,,,,,,,,
"Lawrence, KS",+38.9595506,-095.2654681,78581521.55,,,,,,,,,,,,,,,,,,,,,,
"Kendallville, IN",+41.4433379,-085.2600778,14928433.11,,,,,,,,,,,,,,,,,,,,,,
"Ottawa, KS",+38.6075453,-095.2654891,16399804.59,,,,,,,,,,,,,,,,,,,,,,
"Jacksonville, TX",+31.9612280,-095.2613017,27336168.79,,,,,,,,,,,,,,,,,,,,,,
"Bonita Springs--Estero, FL",+26.2361103,-081.7465893,683693536.6,,,,,,,,,,,,,,,,,,,,,,
"Manchester, IA",+42.4894820,-091.4585786,9347979.529,,,,,,,,,,,,,,,,,,,,,,
"St. Marys, OH",+40.5475478,-084.3948240,12516439.89,,,,,,,,,,,,,,,,,,,,,,
"Pontiac, IL",+40.8798746,-088.6373988,10909324.54,,,,,,,,,,,,,,,,,,,,,,
"Valley--Lanett, AL--GA",+32.8353585,-085.1800485,47234223.34,,,,,,,,,,,,,,,,,,,,,,
"Piqua, OH",+40.1512459,-084.2431879,24066034.51,,,,,,,,,,,,,,,,,,,,,,
"Enterprise, AL",+31.3292187,-085.8296479,61656408.93,,,,,,,,,,,,,,,,,,,,,,
"McPherson, KS",+38.3688128,-097.6623890,22551154.73,,,,,,,,,,,,,,,,,,,,,,
"Bloomington--Normal, IL",+40.4937711,-088.9789912,131000161.8,,,,,,,,,,,,,,,,,,,,,,
"Indiantown, FL",+27.0240147,-080.4731893,3920309.145,,,,,,,,,,,,,,,,,,,,,,
"Carlinville, IL",+39.2794887,-089.8803482,7737212.285,,,,,,,,,,,,,,,,,,,,,,
"Gillespie, IL",+39.1315139,-089.8178967,7354738.101,,,,,,,,,,,,,,,,,,,,,,
"Webster City, IA",+42.4644858,-093.8250565,11352727.72,,,,,,,,,,,,,,,,,,,,,,
"McGregor, TX",+31.4370084,-097.4068248,6055642.635,,,,,,,,,,,,,,,,,,,,,,
"Iowa Falls, IA",+42.5170994,-093.2659239,10735108.88,,,,,,,,,,,,,,,,,,,,,,
"Okeechobee--Taylor Creek, FL",+27.2265458,-080.8219858,64150601.53,,,,,,,,,,,,,,,,,,,,,,
"Maquoketa, IA",+42.0602504,-090.6674034,9805351.856,,,,,,,,,,,,,,,,,,,,,,
"New Lexington, OH",+39.7166892,-082.2091028,5628865.327,,,,,,,,,,,,,,,,,,,,,,
"Detroit Lakes, MN",+46.7829610,-095.8425445,49517225.08,,,,,,,,,,,,,,,,,,,,,,
"Harvard, IL",+42.4222787,-088.6122873,11301829.41,,,,,,,,,,,,,,,,,,,,,,
"Woodstock, IL",+42.3135897,-088.4413692,24100127.17,,,,,,,,,,,,,,,,,,,,,,
"Birmingham, AL",+33.4752520,-086.7841850,1328274702,,,,,,,,,,,,,,,,,,,,,,
"Grenada, MS",+33.7653556,-089.8084088,18444822,,,,,,,,,,,,,,,,,,,,,,
"Cameron, MO",+39.7439076,-094.2373415,11757802.21,,,,,,,,,,,,,,,,,,,,,,
"Jasper, AL",+33.8508763,-087.2631371,43339432.32,,,,,,,,,,,,,,,,,,,,,,
"Decatur, AL",+34.5875412,-087.0072566,113637260.8,,,,,,,,,,,,,,,,,,,,,,
"Tuscaloosa, AL",+33.2039720,-087.5415770,232239004.3,,,,,,,,,,,,,,,,,,,,,,
"Crossett, AR",+33.1401091,-091.9569631,23806466.72,,,,,,,,,,,,,,,,,,,,,,
"Jackson, MS",+32.3276874,-090.1567063,621118708.2,,,,,,,,,,,,,,,,,,,,,,
"Sweetwater, TN",+35.6007133,-084.4709158,18345850.43,,,,,,,,,,,,,,,,,,,,,,
"Pulaski, TN",+35.1989519,-087.0372257,13076287.52,,,,,,,,,,,,,,,,,,,,,,
"Wauseon, OH",+41.5536714,-084.1419994,13206367.85,,,,,,,,,,,,,,,,,,,,,,
"Jacksonville, NC",+34.7526680,-077.4124098,197682747.3,,,,,,,,,,,,,,,,,,,,,,
"Defiance, OH",+41.2851458,-084.3593704,33390890.85,,,,,,,,,,,,,,,,,,,,,,
"Cleveland, TN",+35.1722245,-084.8604936,142526195.4,,,,,,,,,,,,,,,,,,,,,,
"Lake City, FL",+30.1781632,-082.6544660,74585093.04,,,,,,,,,,,,,,,,,,,,,,
"Adjuntas, PR",+18.1631101,-066.7206336,12595984.21,,,,,,,,,,,,,,,,,,,,,,
"Champaign, IL",+40.1063383,-088.2475660,121473686.3,,,,,,,,,,,,,,,,,,,,,,
"Mahomet, IL",+40.1954541,-088.3879466,17941662.88,,,,,,,,,,,,,,,,,,,,,,
"Rantoul, IL",+40.2973246,-088.1581223,23576746.75,,,,,,,,,,,,,,,,,,,,,,
"Shreveport, LA",+32.4839177,-093.7618052,475046880.8,,,,,,,,,,,,,,,,,,,,,,
"Mansfield, LA",+32.0326631,-093.7030223,10581539.09,,,,,,,,,,,,,,,,,,,,,,
"Decatur, IL",+39.8447144,-088.9346048,150324839.1,,,,,,,,,,,,,,,,,,,,,,
"Taneytown, MD",+39.6571849,-077.1649623,5894101.646,,,,,,,,,,,,,,,,,,,,,,
"Highland, IL",+38.7485318,-089.6757855,13860513,,,,,,,,,,,,,,,,,,,,,,
"Staunton, IL",+39.0145953,-089.7839555,8029258.798,,,,,,,,,,,,,,,,,,,,,,
"Ottumwa, IA",+41.0228792,-092.4145443,34066975.93,,,,,,,,,,,,,,,,,,,,,,
"Fort Dodge, IA",+42.5095896,-094.1820895,35777781.82,,,,,,,,,,,,,,,,,,,,,,
"Smithfield, NC",+35.5058507,-078.3402878,44158466.21,,,,,,,,,,,,,,,,,,,,,,
"Brunswick, MD",+39.3200890,-077.6221610,9431990.301,,,,,,,,,,,,,,,,,,,,,,
"Thurmont, MD",+39.6199760,-077.4076948,9845076.052,,,,,,,,,,,,,,,,,,,,,,
"Vinton, IA",+42.1661385,-092.0243978,7209757.966,,,,,,,,,,,,,,,,,,,,,,
"Poinciana, FL",+28.1135490,-081.4566876,60371714.2,,,,,,,,,,,,,,,,,,,,,,
"Chester, IL",+37.9165726,-089.8154762,10292680.06,,,,,,,,,,,,,,,,,,,,,,
"Tybee Island, GA",+32.0111767,-080.8655789,7479638.713,,,,,,,,,,,,,,,,,,,,,,
"Knoxville, IA",+41.3182506,-093.1060777,9928187.987,,,,,,,,,,,,,,,,,,,,,,
"South Boston, VA",+36.7141654,-078.9102071,16083305.11,,,,,,,,,,,,,,,,,,,,,,
"Belle Glade, FL",+26.6836232,-080.6783101,18672954.22,,,,,,,,,,,,,,,,,,,,,,
"Willard, OH",+41.0543569,-082.7252510,9338417.056,,,,,,,,,,,,,,,,,,,,,,
"Zephyrhills, FL",+28.2479267,-082.1911542,88714655.14,,,,,,,,,,,,,,,,,,,,,,
"Chillicothe, OH",+39.3461025,-083.0047122,42849287.81,,,,,,,,,,,,,,,,,,,,,,
"Fremont, OH",+41.3482347,-083.1177035,35634551.44,,,,,,,,,,,,,,,,,,,,,,
"Henderson, TX",+32.1586905,-094.8051077,27336977.18,,,,,,,,,,,,,,,,,,,,,,
"Des Moines, IA",+41.6209977,-093.6652328,589312756.2,,,,,,,,,,,,,,,,,,,,,,
"Wauchula, FL",+27.5443423,-081.8094060,16169752.04,,,,,,,,,,,,,,,,,,,,,,
"Indianola, IA",+41.3637395,-093.5654387,22535648.87,,,,,,,,,,,,,,,,,,,,,,
"Rincon, GA",+32.2915610,-081.2201080,22795514.42,,,,,,,,,,,,,,,,,,,,,,
"Sterling, IL",+41.7886421,-089.6951755,39457247.76,,,,,,,,,,,,,,,,,,,,,,
"San Angelo, TX",+31.4371500,-100.4576152,130219015.3,,,,,,,,,,,,,,,,,,,,,,
"Watertown, WI",+43.1907450,-088.7287120,28080672.28,,,,,,,,,,,,,,,,,,,,,,
"Beaver Dam, WI",+43.4716477,-088.8292696,24376616.48,,,,,,,,,,,,,,,,,,,,,,
"Dededo--Apotgan--Tamuning, GU",+13.5047763,+144.8292699,142864933.5,,,,,,,,,,,,,,,,,,,,,,
"Horseshoe Bay, TX",+30.5453795,-098.3738331,22224725.42,,,,,,,,,,,,,,,,,,,,,,
"Brunswick, ME",+43.9157366,-069.9106191,73309559.16,,,,,,,,,,,,,,,,,,,,,,
"Aubrey, TX",+33.2905169,-096.9878798,7108279.136,,,,,,,,,,,,,,,,,,,,,,
"Durham, NC",+35.9669854,-078.9376877,478272491.6,,,,,,,,,,,,,,,,,,,,,,
"Fayetteville, NC",+35.0526282,-078.9768398,512754227.5,,,,,,,,,,,,,,,,,,,,,,
"Dunn, NC",+35.3175755,-078.6364402,28915389.2,,,,,,,,,,,,,,,,,,,,,,
"Raleigh, NC",+35.7788313,-078.6794259,1450727043,,,,,,,,,,,,,,,,,,,,,,
"Rockingham, NC",+34.9152007,-079.7415225,60029777.63,,,,,,,,,,,,,,,,,,,,,,
"Forrest City, AR",+35.0130190,-090.7857264,18216175.48,,,,,,,,,,,,,,,,,,,,,,
"Baltimore, MD",+39.2364801,-076.6424988,1752073059,,,,,,,,,,,,,,,,,,,,,,
"Olney, IL",+38.7292160,-088.0854592,15898120.75,,,,,,,,,,,,,,,,,,,,,,
"Harrisburg, IL",+37.7350300,-088.5474256,13785924.06,,,,,,,,,,,,,,,,,,,,,,
"Independence, IA",+42.4648886,-091.8982695,12588167.67,,,,,,,,,,,,,,,,,,,,,,
"Minden, LA",+32.6034370,-093.2973826,33689100.17,,,,,,,,,,,,,,,,,,,,,,
"Springhill, LA",+32.9732866,-093.4527777,19222368.95,,,,,,,,,,,,,,,,,,,,,,
"Centralia, IL",+38.5260662,-089.1293536,25474602.28,,,,,,,,,,,,,,,,,,,,,,
"Mount Carmel, IL",+38.4194340,-087.7710766,11126852.25,,,,,,,,,,,,,,,,,,,,,,
"Crisfield, MD",+37.9866011,-075.8457586,7359531.899,,,,,,,,,,,,,,,,,,,,,,
"Princess Anne, MD",+38.2033622,-075.6935987,7825193.339,,,,,,,,,,,,,,,,,,,,,,
"Asheboro, NC",+35.7345052,-079.8120275,71323904.62,,,,,,,,,,,,,,,,,,,,,,
"High Point, NC",+35.9416764,-080.0148167,265299361.5,,,,,,,,,,,,,,,,,,,,,,
"Salina, KS",+38.8148878,-097.6149456,58399607.8,,,,,,,,,,,,,,,,,,,,,,
"DeWitt, IA",+41.8207383,-090.5392959,10370238.24,,,,,,,,,,,,,,,,,,,,,,
"Wamego, KS",+39.2071041,-096.3087496,6078545.397,,,,,,,,,,,,,,,,,,,,,,
"Lewiston, ME",+44.0787048,-070.1954802,83551146.53,,,,,,,,,,,,,,,,,,,,,,
"Fort Scott, KS",+37.8260834,-094.7027409,13222492.82,,,,,,,,,,,,,,,,,,,,,,
"Gainesville, TX",+33.6374404,-097.1389350,24775054.65,,,,,,,,,,,,,,,,,,,,,,
"Spirit Lake, IA",+43.3969898,-095.1236043,42771633.87,,,,,,,,,,,,,,,,,,,,,,
"Estherville, IA",+43.4035172,-094.8328647,8936602.919,,,,,,,,,,,,,,,,,,,,,,
"Gainesville, GA",+34.2413814,-084.0046508,681695944.7,,,,,,,,,,,,,,,,,,,,,,
"Van Wert, OH",+40.8681802,-084.5861608,16015862.29,,,,,,,,,,,,,,,,,,,,,,
"Hartwell, GA",+34.3545569,-082.9295677,17574220.75,,,,,,,,,,,,,,,,,,,,,,
"Hazlehurst, GA",+31.8646180,-082.6041871,12998055.72,,,,,,,,,,,,,,,,,,,,,,
"Barnesville, GA",+33.0563456,-084.1601914,15167742.38,,,,,,,,,,,,,,,,,,,,,,
"Wooster, OH",+40.8170295,-081.9315294,56353275.45,,,,,,,,,,,,,,,,,,,,,,
"Del Rio, TX",+29.3708537,-100.8765960,48928271.39,,,,,,,,,,,,,,,,,,,,,,
"Urbana, OH",+40.1095104,-083.7483755,16751907.97,,,,,,,,,,,,,,,,,,,,,,
"Galion, OH",+40.7345722,-082.7903327,16651382.84,,,,,,,,,,,,,,,,,,,,,,
"Wharton, TX",+29.3185689,-096.0915219,12071523.72,,,,,,,,,,,,,,,,,,,,,,
"Cambridge, OH",+40.0043735,-081.5802243,28555718.83,,,,,,,,,,,,,,,,,,,,,,
"Floresville, TX",+29.1413098,-098.1566231,9993400,,,,,,,,,,,,,,,,,,,,,,
"Decatur, TX",+33.2283686,-097.5916703,16051648.04,,,,,,,,,,,,,,,,,,,,,,
"Graham, TX",+33.1008814,-098.5778061,12175166.36,,,,,,,,,,,,,,,,,,,,,,
"Chardon, OH",+41.5792893,-081.2090597,13580797.21,,,,,,,,,,,,,,,,,,,,,,
"Corpus Christi, TX",+27.7493588,-097.4172292,338474903.2,,,,,,,,,,,,,,,,,,,,,,
"Mount Vernon, OH",+40.3903762,-082.4735503,25014532.81,,,,,,,,,,,,,,,,,,,,,,
"Faribault, MN",+44.2974610,-093.2789294,27137693.41,,,,,,,,,,,,,,,,,,,,,,
"Abbeville, LA",+29.9686495,-092.0952248,29159639.58,,,,,,,,,,,,,,,,,,,,,,
"Pryor Creek, OK",+36.2837157,-095.3193386,18758692.95,,,,,,,,,,,,,,,,,,,,,,
"Waverly, IA",+42.7271963,-092.4763144,15038116.49,,,,,,,,,,,,,,,,,,,,,,
"Manhattan, KS",+39.1847233,-096.6041633,67078629.23,,,,,,,,,,,,,,,,,,,,,,
"Eureka, MO",+38.4914442,-090.6430093,24213243.98,,,,,,,,,,,,,,,,,,,,,,
"Pacific, MO",+38.4809261,-090.7755537,16028947.8,,,,,,,,,,,,,,,,,,,,,,
"Crawfordville, FL",+30.1899984,-084.3552663,25172073.56,,,,,,,,,,,,,,,,,,,,,,
"Ozark, AL",+31.4331041,-085.6482740,43466013.74,,,,,,,,,,,,,,,,,,,,,,
"Oberlin, OH",+41.2928425,-082.2161321,7622343.414,,,,,,,,,,,,,,,,,,,,,,
"London--Corbin, KY",+37.1333732,-084.1191675,124795707.7,,,,,,,,,,,,,,,,,,,,,,
"Sparta, MI",+43.1451808,-085.7032793,11147059.48,,,,,,,,,,,,,,,,,,,,,,
"Atoka, TN",+35.4361761,-089.7772089,25777854.89,,,,,,,,,,,,,,,,,,,,,,
"Arlington, TN",+35.2842610,-089.6651468,19965182.64,,,,,,,,,,,,,,,,,,,,,,
"Ashland, PA",+40.7936656,-076.2843465,3674774.924,,,,,,,,,,,,,,,,,,,,,,
"Delano, MN",+45.0376440,-093.7879478,8010945.03,,,,,,,,,,,,,,,,,,,,,,
"Clifton Springs, NY",+42.9729586,-077.2302094,10873956.4,,,,,,,,,,,,,,,,,,,,,,
"East Aurora, NY",+42.7701899,-078.6158114,15113863.39,,,,,,,,,,,,,,,,,,,,,,
"Village of Four Seasons, MO",+38.2013856,-092.7288332,53224811.55,,,,,,,,,,,,,,,,,,,,,,
"Lake Bryant, FL",+29.1670961,-081.8623218,8358980.845,,,,,,,,,,,,,,,,,,,,,,
"Spring Hill, FL",+28.4711365,-082.5431328,341722071.5,,,,,,,,,,,,,,,,,,,,,,
"Willard, MO",+37.2468081,-093.3748911,22447034.86,,,,,,,,,,,,,,,,,,,,,,
"Saginaw, MI",+43.4359426,-083.9691635,173480407.5,,,,,,,,,,,,,,,,,,,,,,
"Fort Wayne, IN",+41.0976193,-085.1474337,424398366.9,,,,,,,,,,,,,,,,,,,,,,
"Hays, KS",+38.8791770,-099.3197099,25224976.24,,,,,,,,,,,,,,,,,,,,,,
"Petoskey, MI",+45.3778410,-084.9454840,40314358.41,,,,,,,,,,,,,,,,,,,,,,
"Milan, MI",+42.0848888,-083.6782512,9000700.222,,,,,,,,,,,,,,,,,,,,,,
"Toledo, OH--MI",+41.6367090,-083.6088822,643741458.8,,,,,,,,,,,,,,,,,,,,,,
"Russell, KS",+38.8894644,-098.8573723,5903538.298,,,,,,,,,,,,,,,,,,,,,,
"Donaldsonville, LA",+30.1090996,-090.8926649,42035957.34,,,,,,,,,,,,,,,,,,,,,,
"Bay City, MI",+43.6086671,-083.8904136,106372133.7,,,,,,,,,,,,,,,,,,,,,,
"Dundee, MI",+41.9617875,-083.6612616,10200531.93,,,,,,,,,,,,,,,,,,,,,,
"Lansing, MI",+42.7211908,-084.5402649,412275124.1,,,,,,,,,,,,,,,,,,,,,,
"Durand, MI",+42.9196388,-083.9918753,9914519.155,,,,,,,,,,,,,,,,,,,,,,
"North Manchester, IN",+41.0067271,-085.7725954,7508740.77,,,,,,,,,,,,,,,,,,,,,,
"Harriman--Kingston--Rockwood, TN",+35.9193992,-084.5379435,79370306.52,,,,,,,,,,,,,,,,,,,,,,
"Madisonville, KY",+37.3317066,-087.4974109,42042166.02,,,,,,,,,,,,,,,,,,,,,,
"Charles City, IA",+43.0620578,-092.6712709,10754621.38,,,,,,,,,,,,,,,,,,,,,,
"Iron Mountain--Kingsford, MI--WI",+45.8076217,-088.0412597,34743481.43,,,,,,,,,,,,,,,,,,,,,,
"DeKalb, IL",+41.9488743,-088.7236293,67014365.72,,,,,,,,,,,,,,,,,,,,,,
"Eaton Rapids, MI",+42.5114205,-084.6544263,7411460.743,,,,,,,,,,,,,,,,,,,,,,
"Barbourville, KY",+36.8601668,-083.8704514,13791961.44,,,,,,,,,,,,,,,,,,,,,,
"Emporia, KS",+38.4095790,-096.1945187,29185038.35,,,,,,,,,,,,,,,,,,,,,,
"Denton--Lewisville, TX",+33.1949708,-097.1210538,394658802.2,,,,,,,,,,,,,,,,,,,,,,
"Coffeyville, KS--OK",+37.0339688,-095.6288236,19269805.98,,,,,,,,,,,,,,,,,,,,,,
"Wichita, KS",+37.6834601,-097.3256629,600669335,,,,,,,,,,,,,,,,,,,,,,
"Portland, MI",+42.8756578,-084.9114335,11273444.44,,,,,,,,,,,,,,,,,,,,,,
